time,latitude,longitude,depth,mag,place
2016-10-31T16:05:27.000Z,60.2897,-143.1675,5.3,1.2,"47km WNW of Cape Yakataga, Alaska"
2016-10-31T16:02:43.530Z,20.8956,61.6477,10,5.5,"286km SE of Sur, Oman"
2016-10-31T15:58:07.400Z,38.796833,-122.7581635,1.24,0.53,"2km N of The Geysers, CA"
2016-10-31T15:55:09.920Z,44.3701667,-110.6256667,5.03,1.53,"19km ESE of Old Faithful Geyser, Wyoming"
2016-10-31T15:48:44.660Z,33.182,-115.5678333,3.72,2.46,"8km SW of Niland, CA"
2016-10-31T15:37:56.790Z,36.804,-97.5616,8.44,2.5,"15km E of Medford, Oklahoma"
2016-10-31T15:33:54.000Z,64.9305,-149.0541,20,1.6,"39km N of North Nenana, Alaska"
2016-10-31T15:33:45.000Z,63.373,-149.7699,10.7,0.9,"41km W of Cantwell, Alaska"
2016-10-31T15:29:38.700Z,18.0438,-67.1481,14,1.2,"2km NE of Boqueron, Puerto Rico"
2016-10-31T15:23:43.000Z,59.0277,-151.8058,48.4,2,"70km SSW of Homer, Alaska"
2016-10-31T15:22:12.190Z,13.0338,-90.5103,10,4.5,"96km SW of Acajutla, El Salvador"
2016-10-31T15:11:48.820Z,35.218,-120.4903333,4.12,1.12,"14km NE of Arroyo Grande, CA"
2016-10-31T15:01:48.680Z,38.8116684,-122.7545013,-0.03,0.83,"2km WSW of Cobb, CA"
2016-10-31T14:57:28.000Z,62.2249,-151.4473,86.2,2.1,"70km W of Talkeetna, Alaska"
2016-10-31T14:57:21.000Z,63.5544,-147.2951,16.5,1.3,"84km ENE of Cantwell, Alaska"
2016-10-31T14:37:19.345Z,37.0085,-116.0043,4.4,0.1,"68km E of Beatty, Nevada"
2016-10-31T14:29:37.820Z,38.8391685,-122.8318329,1.8,0.68,"9km WNW of Cobb, CA"
2016-10-31T14:21:25.630Z,39.3521667,-122.8723333,6.35,1.59,"21km N of Upper Lake, CA"
2016-10-31T14:09:44.000Z,64.9713,-149.3022,16.6,0.7,"44km NNW of North Nenana, Alaska"
2016-10-31T14:03:02.960Z,12.1387,-87.6953,35,4.4,"68km SW of Corinto, Nicaragua"
2016-10-31T13:55:25.720Z,33.1881667,-115.5715,3.63,2.26,"8km SW of Niland, CA"
2016-10-31T13:52:46.070Z,33.1855,-115.5731667,3.65,2.34,"8km SW of Niland, CA"
2016-10-31T13:45:00.000Z,64.9532,-149.1013,24.6,0.9,"41km N of North Nenana, Alaska"
2016-10-31T13:44:01.560Z,30.6836,56.506,10,4.3,"15km SSW of Zarand, Iran"
2016-10-31T13:31:34.023Z,36.4733,-116.945,0,0.1,"51km SSW of Beatty, Nevada"
2016-10-31T13:25:53.230Z,34.8972,85.9741,15.91,4.2,Western Xizang
2016-10-31T13:25:52.198Z,41.8791,-119.6434,8.5,0.9,"67km ESE of Lakeview, Oregon"
2016-10-31T13:21:48.900Z,38.8231659,-122.8249969,0.47,0.43,"7km NW of The Geysers, CA"
2016-10-31T13:18:30.210Z,19.4376667,-155.603,2.642,0.54,"27km E of Honaunau-Napoopoo, Hawaii"
2016-10-31T13:10:27.290Z,33.1908333,-115.568,3.13,1.77,"7km SW of Niland, CA"
2016-10-31T13:06:55.328Z,37.4681,-117.2063,3.7,0.3,"26km S of Goldfield, Nevada"
2016-10-31T13:03:31.080Z,48.2971667,-114.1538333,11.36,1.31,"8km SSE of Columbia Falls, Montana"
2016-10-31T13:00:33.000Z,64.6213,-149.0412,14.3,0.6,"5km NE of North Nenana, Alaska"
2016-10-31T12:48:37.280Z,38.8224983,-122.8434982,1.31,0.57,"9km WNW of The Geysers, CA"
2016-10-31T12:41:03.000Z,63.8086,-148.5706,100.1,1.6,"20km ESE of Healy, Alaska"
2016-10-31T12:37:43.720Z,33.1891667,-115.5745,3.71,1.43,"8km SW of Niland, CA"
2016-10-31T12:34:32.140Z,33.6441667,-116.7305,15.26,0.81,"11km S of Idyllwild, CA"
2016-10-31T12:26:26.000Z,63.8206,-148.9014,8,1.6,"5km SE of Healy, Alaska"
2016-10-31T12:26:23.150Z,32.3269,47.76,44.41,4.2,"47km WNW of Shush, Iran"
2016-10-31T12:15:29.490Z,19.211,-155.2778333,5.315,0.91,"21km E of Pahala, Hawaii"
2016-10-31T12:12:45.146Z,37.4491,-117.2132,6.8,0.5,"28km S of Goldfield, Nevada"
2016-10-31T12:10:00.470Z,-9.6057,114.0345,46.42,4.1,"112km S of Sidorukun, Indonesia"
2016-10-31T12:06:55.910Z,38.8375015,-122.8278351,1.14,0.69,"9km W of Cobb, CA"
2016-10-31T12:03:44.869Z,37.4644,-117.2065,0,0.6,"27km S of Goldfield, Nevada"
2016-10-31T11:59:50.220Z,45.8351,26.7898,89.15,4.1,"0km ENE of Naruja, Romania"
2016-10-31T11:50:34.920Z,33.1918333,-115.5755,3.63,1.85,"8km SW of Niland, CA"
2016-10-31T11:48:08.255Z,38.6677,-118.7782,10,0.9,"20km NW of Hawthorne, Nevada"
2016-10-31T11:47:45.000Z,60.6813,-148.1732,28.3,1.4,"29km ESE of Whittier, Alaska"
2016-10-31T11:47:07.230Z,33.186,-115.5738333,3.75,1.77,"8km SW of Niland, CA"
2016-10-31T11:44:40.000Z,60.1302,-141.4722,0,1,"53km E of Cape Yakataga, Alaska"
2016-10-31T11:41:25.000Z,61.7067,-150.7396,56.6,1.9,"37km W of Willow, Alaska"
2016-10-31T11:35:48.790Z,33.1883333,-115.574,4.53,2.12,"8km SW of Niland, CA"
2016-10-31T11:35:05.810Z,36.2493333,-120.8175,7.96,3.18,"28km E of King City, CA"
2016-10-31T11:34:10.000Z,63.0766,-149.8247,91.5,1.3,"56km SW of Cantwell, Alaska"
2016-10-31T11:33:19.088Z,38.6695,-118.7881,9,1.1,"21km NW of Hawthorne, Nevada"
2016-10-31T11:28:41.860Z,33.1925,-115.5785,3.89,1.74,"8km SW of Niland, CA"
2016-10-31T11:25:55.520Z,33.199,-115.5683333,2.86,1.56,"6km SW of Niland, CA"
2016-10-31T11:21:08.000Z,61.3444,-150.6899,13.4,0.9,"43km WSW of Big Lake, Alaska"
2016-10-31T11:15:45.950Z,-33.7609,-72.5757,1.84,4.9,"90km WSW of San Antonio, Chile"
2016-10-31T11:12:23.760Z,33.3393333,-115.7416667,3.57,1.21,"1km SSW of Bombay Beach, CA"
2016-10-31T11:11:11.000Z,63.3944,-149.6707,9.7,0.8,"35km W of Cantwell, Alaska"
2016-10-31T11:07:12.620Z,38.821167,-122.8111649,2.6,0.55,"6km NW of The Geysers, CA"
2016-10-31T11:03:29.500Z,33.9346667,-116.8285,2.62,0.94,"4km WNW of Cabazon, CA"
2016-10-31T10:58:39.150Z,33.1906667,-115.5766667,3.8,1.3,"8km SW of Niland, CA"
2016-10-31T10:56:45.000Z,33.1905,-115.5741667,4.37,2.07,"8km SW of Niland, CA"
2016-10-31T10:52:50.570Z,34.164,-116.4183333,10.16,0.77,"6km NNE of Yucca Valley, CA"
2016-10-31T10:51:29.900Z,18.5081,-64.983,10,2.1,"19km NNW of Charlotte Amalie, U.S. Virgin Islands"
2016-10-31T10:50:55.800Z,33.1905,-115.5733333,3.49,1.76,"8km SW of Niland, CA"
2016-10-31T10:49:48.670Z,38.7615,-122.7295,0.92,1.33,"2km SE of The Geysers, CA"
2016-10-31T10:49:01.000Z,61.1274,-147.4701,0,1.5,"60km W of Valdez, Alaska"
2016-10-31T10:48:48.940Z,33.1741667,-115.7491667,7.96,1.93,"19km NW of Westmorland, CA"
2016-10-31T10:48:44.380Z,33.1896667,-115.5821667,5,1.35,"8km SW of Niland, CA"
2016-10-31T10:45:15.000Z,60.0415,-140.8059,8.3,1.2,"81km NW of Yakutat, Alaska"
2016-10-31T10:44:16.860Z,33.168,-115.7513333,3.06,1.86,"19km NW of Westmorland, CA"
2016-10-31T10:43:50.520Z,33.1863333,-115.5686667,3.32,2.22,"8km SW of Niland, CA"
2016-10-31T10:43:26.570Z,33.1735,-115.7626667,3.06,2.07,"20km S of Bombay Beach, CA"
2016-10-31T10:43:11.000Z,61.1497,-147.1481,20,1.6,"43km W of Valdez, Alaska"
2016-10-31T10:42:52.635Z,38.6651,-118.7808,9.8,0.9,"20km NW of Hawthorne, Nevada"
2016-10-31T10:41:51.210Z,33.1886667,-115.563,2.68,3.01,"7km SW of Niland, CA"
2016-10-31T10:41:07.690Z,33.1875,-115.5675,3.15,3.45,"7km SW of Niland, CA"
2016-10-31T10:40:54.210Z,33.189,-115.5735,3.51,2.32,"8km SW of Niland, CA"
2016-10-31T10:40:12.400Z,33.1938333,-115.5723333,3.71,2.3,"7km SW of Niland, CA"
2016-10-31T10:36:16.800Z,18.9535,-66.281,35,3.1,"54km N of Dorado, Puerto Rico"
2016-10-31T10:32:50.970Z,38.8325005,-122.8464966,1.11,0.68,"9km NW of The Geysers, CA"
2016-10-31T10:28:21.000Z,63.2513,-151.7981,2.1,1.2,"134km NW of Talkeetna, Alaska"
2016-10-31T10:21:41.460Z,36.7815,-121.432,8.95,1.49,"6km WSW of Ridgemark, CA"
2016-10-31T10:20:43.630Z,33.193,-115.5743333,3.39,1.43,"7km SW of Niland, CA"
2016-10-31T10:15:27.430Z,38.8253326,-122.8410034,1.57,0.57,"9km NW of The Geysers, CA"
2016-10-31T10:15:19.510Z,33.1866667,-115.5646667,3.2,3.04,"7km SW of Niland, CA"
2016-10-31T10:12:57.910Z,36.7791667,-121.4413333,9.52,1.05,"7km WSW of Ridgemark, CA"
2016-10-31T10:12:51.500Z,36.7871667,-121.4293333,8.74,0.95,"6km WSW of Ridgemark, CA"
2016-10-31T10:03:12.350Z,33.1978333,-115.5705,3.57,2.29,"7km SW of Niland, CA"
2016-10-31T10:00:54.090Z,33.1875,-115.5691667,3.19,3.08,"8km SW of Niland, CA"
2016-10-31T10:00:50.900Z,36.7791667,-121.4476667,9.47,0.92,"8km WSW of Ridgemark, CA"
2016-10-31T09:54:14.540Z,33.1893333,-115.5788333,3.97,1.32,"8km SW of Niland, CA"
2016-10-31T09:44:28.450Z,33.2138333,-115.5535,3.56,2.74,"4km SW of Niland, CA"
2016-10-31T09:44:20.840Z,33.185,-115.5688333,3.51,2.79,"8km SW of Niland, CA"
2016-10-31T09:43:23.490Z,33.1863333,-115.567,3.3,3.37,"8km SW of Niland, CA"
2016-10-31T09:42:28.030Z,33.192,-115.571,3.63,1.84,"7km SW of Niland, CA"
2016-10-31T09:38:13.890Z,43.2193,17.894,11.13,4.3,"4km S of Blagaj, Bosnia and Herzegovina"
2016-10-31T09:36:50.520Z,37.4738333,-118.846,4.88,0.66,"22km SSE of Mammoth Lakes, CA"
2016-10-31T09:36:28.730Z,33.1896667,-115.5735,4.68,2.36,"8km SW of Niland, CA"
2016-10-31T09:29:49.770Z,33.8968333,-116.2598333,5.88,0.8,"15km NE of Thousand Palms, CA"
2016-10-31T09:12:15.093Z,38.6714,-118.7811,10.5,0.3,"21km NW of Hawthorne, Nevada"
2016-10-31T09:07:48.620Z,34.139,-117.4608333,10.65,1.19,"5km N of Fontana, CA"
2016-10-31T09:07:01.000Z,64.7719,-147.385,8.4,0.6,"2km NW of North Pole, Alaska"
2016-10-31T09:05:30.000Z,60.2376,-141.1317,14,1.1,"74km ENE of Cape Yakataga, Alaska"
2016-10-31T09:00:09.960Z,33.192,-115.5781667,2.84,1.96,"8km SW of Niland, CA"
2016-10-31T08:48:58.210Z,37.165,-97.8751667,4.27,1.76,"13km E of Anthony, Kansas"
2016-10-31T08:46:57.400Z,38.786499,-122.7344971,1.71,0.95,"2km ENE of The Geysers, CA"
2016-10-31T08:42:01.755Z,38.4921,-118.3737,3.8,0,"22km E of Hawthorne, Nevada"
2016-10-31T08:31:29.400Z,19.4675,-64.3007,71,2.9,"120km NNE of Road Town, British Virgin Islands"
2016-10-31T08:30:36.320Z,35.9765,-89.9058333,9.66,2.28,"5km NNE of Blytheville, Arkansas"
2016-10-31T08:23:49.000Z,53.4418,-163.2921,40.3,2.9,"157km S of False Pass, Alaska"
2016-10-31T08:20:27.000Z,63.1208,-150.0162,81.3,1.4,"61km WSW of Cantwell, Alaska"
2016-10-31T08:06:55.500Z,18.9873,-66.3078,31,3.6,"57km N of Brenas, Puerto Rico"
2016-10-31T08:03:48.160Z,39.3135,-122.7883333,9.06,1.21,"19km NNE of Upper Lake, CA"
2016-10-31T08:01:53.760Z,36.4688333,-89.492,7.7,1.75,"10km N of Tiptonville, Tennessee"
2016-10-31T07:59:57.030Z,38.8366661,-122.7835007,1.8,0.43,"5km WNW of Cobb, CA"
2016-10-31T07:52:13.970Z,38.836,-122.7821667,2.02,1.08,"5km WNW of Cobb, CA"
2016-10-31T07:38:34.490Z,-22.5515,-66.262,259.93,3.9,"61km WNW of Abra Pampa, Argentina"
2016-10-31T07:28:59.000Z,64.7295,-147.729,17.2,0.4,"12km S of Fairbanks, Alaska"
2016-10-31T07:19:32.090Z,38.7610016,-122.7368317,2.04,0.96,"2km SE of The Geysers, CA"
2016-10-31T07:08:10.000Z,62.9602,-150.4609,91.1,1.9,"73km NNW of Talkeetna, Alaska"
2016-10-31T06:58:10.650Z,43.4056,-71.7838,5,1.6,"4km SE of Andover, New Hampshire"
2016-10-31T06:56:27.820Z,38.8190002,-122.8130035,1.73,0.85,"6km NW of The Geysers, CA"
2016-10-31T06:54:35.160Z,43.3945,-71.7734,5,1.3,"4km WNW of Salisbury, New Hampshire"
2016-10-31T06:47:40.520Z,43.3927,-71.7766,6.12,1.8,"5km WNW of Salisbury, New Hampshire"
2016-10-31T06:43:01.700Z,18.7973,-67.3274,59,3.1,"41km NW of San Antonio, Puerto Rico"
2016-10-31T06:42:48.000Z,63.2581,-151.1356,5,0.6,"110km W of Cantwell, Alaska"
2016-10-31T06:29:57.450Z,38.8284988,-122.8533325,-0.73,0.58,"10km NW of The Geysers, CA"
2016-10-31T06:23:42.290Z,38.8173332,-122.7928314,2.41,0.39,"5km NW of The Geysers, CA"
2016-10-31T06:13:12.470Z,-3.4467,152.0303,350.73,4.9,"50km WNW of Namatanai, Papua New Guinea"
2016-10-31T06:09:51.000Z,64.6674,-148.9646,16.2,1,"12km NE of North Nenana, Alaska"
2016-10-31T06:08:46.740Z,38.3446667,-122.386,7.55,2.67,"6km SSW of Yountville, CA"
2016-10-31T06:04:14.200Z,38.8168335,-122.7969971,2.84,0.88,"5km NW of The Geysers, CA"
2016-10-31T06:02:24.720Z,38.817,-122.7918333,2.84,1.89,"5km NW of The Geysers, CA"
2016-10-31T05:59:41.000Z,59.7996,-152.8057,91.8,1.9,"54km W of Anchor Point, Alaska"
2016-10-31T05:59:20.800Z,-26.9581,26.804,5,4.5,"13km E of Orkney, South Africa"
2016-10-31T05:44:32.030Z,-22.4703,-68.6087,108.63,5.1,"33km E of Calama, Chile"
2016-10-31T05:35:01.700Z,36.7371,-117.3711,11.3,1.1,"57km WSW of Beatty, Nevada"
2016-10-31T05:30:30.000Z,47.59,-70,7.7,1.7,"13km ESE of La Malbaie, Canada"
2016-10-31T05:23:34.870Z,33.6835,-116.6991667,15.58,0.87,"6km SSE of Idyllwild, CA"
2016-10-31T05:23:19.050Z,33.6821667,-116.6931667,15.67,0.71,"7km SSE of Idyllwild, CA"
2016-10-31T05:09:51.470Z,38.8301667,-122.8493333,2,1.59,"9km NW of The Geysers, CA"
2016-10-31T05:02:45.640Z,33.4808333,-116.4588333,13.19,1.25,"22km ESE of Anza, CA"
2016-10-31T04:49:02.000Z,64.8856,-147.4213,9.2,0.3,"10km NNE of Badger, Alaska"
2016-10-31T04:46:06.920Z,12.0912,-86.19,24.94,2.2,"7km NNE of Ticuantepe, Nicaragua"
2016-10-31T04:45:49.780Z,38.7905,-122.7976667,3.78,0.18,"3km WNW of The Geysers, CA"
2016-10-31T04:42:22.000Z,51.5451,-173.4587,32.7,3.1,"88km SE of Atka, Alaska"
2016-10-31T04:34:56.160Z,37.5773333,-118.8536667,6.17,0.77,"13km SE of Mammoth Lakes, CA"
2016-10-31T04:32:10.000Z,51.5342,-176.1277,26.5,1.6,"53km SE of Adak, Alaska"
2016-10-31T04:26:06.000Z,65.3438,-149.7583,14.9,1.6,"56km NE of Manley Hot Springs, Alaska"
2016-10-31T04:21:56.200Z,48.8311667,-122.5471667,18.16,2.11,"3km ESE of Ferndale, Washington"
2016-10-31T04:16:25.000Z,59.1196,-136.8417,0,1.5,"80km W of Haines, Alaska"
2016-10-31T04:16:03.130Z,35.9458333,-117.6825,3.05,1.21,"20km E of Little Lake, CA"
2016-10-31T04:14:02.930Z,35.9441667,-117.6843333,2.47,1.99,"20km E of Little Lake, CA"
2016-10-31T04:01:45.070Z,38.793,-122.7791667,3.84,1.52,"2km NW of The Geysers, CA"
2016-10-31T04:00:08.860Z,38.8376656,-122.7843323,1.24,0.43,"5km WNW of Cobb, CA"
2016-10-31T03:57:25.010Z,-17.8005,-175.0415,213.47,4.8,"146km NW of Neiafu, Tonga"
2016-10-31T03:51:29.535Z,38.43,-119.5808,0,0.9,"36km WNW of Bridgeport, CA"
2016-10-31T03:49:01.420Z,32.9535,-80.1578333,4.26,0.85,"4km SSE of Centerville, South Carolina"
2016-10-31T03:45:34.110Z,38.8363342,-122.7750015,3.85,0.46,"4km WNW of Cobb, CA"
2016-10-31T03:37:41.000Z,60.1711,-141.3652,0,1.5,"60km ENE of Cape Yakataga, Alaska"
2016-10-31T03:27:50.950Z,37.6528333,-118.9356667,1.92,1.44,"3km E of Mammoth Lakes, CA"
2016-10-31T03:27:41.400Z,42.7471,13.0673,10,4.3,"5km NE of Cascia, Italy"
2016-10-31T03:27:04.440Z,36.2836,-97.5129,4.2,3.5,"20km W of Perry, Oklahoma"
2016-10-31T03:15:54.000Z,62.8325,-150.8189,99.5,1.4,"67km NNW of Talkeetna, Alaska"
2016-10-31T03:07:22.500Z,47.2125,-122.0165,4.09,1.3,"2km WNW of Enumclaw, Washington"
2016-10-31T03:00:35.000Z,60.0626,-152.9262,110.9,1.9,"48km SSW of Redoubt Volcano, Alaska"
2016-10-31T02:55:37.000Z,61.2799,-147.2801,17,1.7,"52km WNW of Valdez, Alaska"
2016-10-31T02:54:14.730Z,35.4321667,-83.3143333,0.28,1.86,"4km S of Cherokee, North Carolina"
2016-10-31T02:53:27.700Z,36.4327,-96.9085,4.506,3,"14km NW of Pawnee, Oklahoma"
2016-10-31T02:46:51.000Z,59.8639,-152.1783,70.9,1.9,"21km WNW of Anchor Point, Alaska"
2016-10-31T02:39:34.420Z,38.8371658,-122.7828369,1.58,1,"5km WNW of Cobb, CA"
2016-10-31T02:28:18.000Z,61.439,-146.5659,29.2,1.2,"36km NNW of Valdez, Alaska"
2016-10-31T02:21:37.610Z,38.8450012,-122.8371658,1.5,0.43,"10km WNW of Cobb, CA"
2016-10-31T02:06:25.000Z,59.6367,-138.9218,12.2,1.2,"46km ENE of Yakutat, Alaska"
2016-10-31T02:05:58.120Z,3.3996,-74.5181,35.85,5,"31km E of Colombia, Colombia"
2016-10-31T01:57:39.640Z,32.842,-115.4896667,7.87,1.44,"8km E of Imperial, CA"
2016-10-31T01:57:38.220Z,-58.1516,-139.5987,10,4.5,Pacific-Antarctic Ridge
2016-10-31T01:45:41.500Z,18.1196,-67.0848,26,1.9,"3km N of Sabana Eneas, Puerto Rico"
2016-10-31T01:37:08.750Z,35.6755,-118.1015,5.21,1.98,"26km W of Inyokern, CA"
2016-10-31T01:36:40.000Z,61.1743,-147.3846,14.3,1.9,"56km W of Valdez, Alaska"
2016-10-31T01:23:44.000Z,61.5885,-146.126,41.5,1.1,"52km NNE of Valdez, Alaska"
2016-10-31T01:22:51.240Z,38.8483315,-122.8336639,1.08,1.05,"10km WNW of Cobb, CA"
2016-10-31T01:22:45.180Z,38.8414993,-122.8296661,1.69,0.92,"9km WNW of Cobb, CA"
2016-10-31T01:08:19.870Z,-0.6348,123.253,10,4.4,"62km NE of Luwuk, Indonesia"
2016-10-31T00:59:06.770Z,46.2781667,-122.0558333,9.27,0.42,"35km SSE of Morton, Washington"
2016-10-31T00:58:27.400Z,45.913,-121.9446667,11.32,0.63,"23km NNW of Carson, Washington"
2016-10-31T00:45:31.790Z,38.8378334,-122.784668,1.24,0.39,"5km WNW of Cobb, CA"
2016-10-31T00:30:14.000Z,47.59,-70,8.8,2.2,"13km ESE of La Malbaie, Canada"
2016-10-31T00:29:35.680Z,38.7865,-122.7626667,0.91,0.68,"1km NNW of The Geysers, CA"
2016-10-31T00:20:11.380Z,3.4238,-74.4899,33,5.6,"35km E of Colombia, Colombia"
2016-10-31T00:03:05.000Z,65.4309,-144.7501,7.3,1.1,"5km SSW of Circle Hot Springs Station, Alaska"
2016-10-31T00:00:43.790Z,-40.266,-91.9904,10,5.2,West Chile Rise
2016-10-30T23:58:15.000Z,59.1078,-147.0586,6.3,2.2,"55km SW of Middleton Island, Alaska"
2016-10-30T23:57:16.070Z,36.3578,71.2844,89.23,4.4,"42km SSW of Ashkasham, Afghanistan"
2016-10-30T23:56:48.450Z,35.4605,-83.236,3.5,1.8,"7km ESE of Cherokee, North Carolina"
2016-10-30T23:51:50.000Z,60.8272,-150.8699,51.4,1.5,"27km NE of Nikiski, Alaska"
2016-10-30T23:39:04.000Z,60.0466,-140.8845,6.3,1.3,"85km NW of Yakutat, Alaska"
2016-10-30T23:38:40.640Z,44.701,-73.8683333,15.92,0.97,"11km W of Dannemora, New York"
2016-10-30T23:32:19.080Z,46.2658333,-122.0775,9.41,0.32,"35km SSE of Morton, Washington"
2016-10-30T23:25:12.000Z,61.3645,-150.3162,14.6,1.3,"26km SW of Big Lake, Alaska"
2016-10-30T23:19:39.000Z,60.0282,-139.4922,0,1.3,"55km NNE of Yakutat, Alaska"
2016-10-30T23:18:19.200Z,46.2585,-122.0673333,8.88,0.5,"36km SSE of Morton, Washington"
2016-10-30T23:15:33.500Z,19.03,-64.8683,4,2.4,"72km NNW of Road Town, British Virgin Islands"
2016-10-30T23:08:39.000Z,61.5861,-150.5948,57.2,1.4,"34km WNW of Big Lake, Alaska"
2016-10-30T23:04:15.000Z,64.9826,-147.3447,0,1.3,"22km NNE of Badger, Alaska"
2016-10-30T23:02:10.000Z,47.586,-70,8.3,2.1,"14km SE of La Malbaie, Canada"
2016-10-30T22:52:59.500Z,17.2754,-65.632,64,2.6,"84km SSE of Emajagua, Puerto Rico"
2016-10-30T22:51:03.000Z,61.4577,-151.5776,70.6,1.9,"86km N of Nikiski, Alaska"
2016-10-30T22:31:16.000Z,61.8604,-149.1194,12.1,2.5,"14km NNE of Fishhook, Alaska"
2016-10-30T22:28:59.810Z,38.822834,-122.8501663,1.38,0.43,"9km WNW of The Geysers, CA"
2016-10-30T22:19:18.860Z,36.2971667,-89.5418333,8.71,1.28,"6km NW of Ridgely, Tennessee"
2016-10-30T22:04:09.130Z,37.569,-118.8515,4.01,0.73,"13km SE of Mammoth Lakes, CA"
2016-10-30T22:00:11.290Z,33.9316667,-116.8276667,4.46,1,"4km WNW of Cabazon, CA"
2016-10-30T21:55:42.960Z,36.5563333,-121.0686667,7.65,1.24,"27km ENE of Soledad, CA"
2016-10-30T21:34:37.020Z,33.5131667,-116.4891667,13.52,0.81,"18km ESE of Anza, CA"
2016-10-30T21:29:43.000Z,62.7863,-150.4915,69.7,1.2,"55km NNW of Talkeetna, Alaska"
2016-10-30T21:15:34.870Z,49.4015,-120.4916667,-0.53,2.04,"6km SSE of Princeton, Canada"
2016-10-30T21:13:31.000Z,63.568,-150.7914,7.2,1.2,"93km WNW of Cantwell, Alaska"
2016-10-30T21:11:40.140Z,35.9686667,-120.5211667,2.21,0.09,"23km SW of Coalinga, CA"
2016-10-30T21:09:57.710Z,35.8958333,-117.6823333,4.04,1,"21km ESE of Little Lake, CA"
2016-10-30T21:06:15.830Z,37.0088333,-97.5621667,5.43,2.16,"4km ESE of Caldwell, Kansas"
2016-10-30T21:05:59.950Z,35.8968333,-117.6805,3.89,1,"21km ESE of Little Lake, CA"
2016-10-30T21:04:15.000Z,60.0464,-152.694,92.3,2.3,"48km S of Redoubt Volcano, Alaska"
2016-10-30T21:01:51.110Z,33.9911667,-116.8943333,12.67,0.81,"8km NNW of Banning, CA"
2016-10-30T20:51:12.500Z,17.87,-65.628,13,2.3,"30km SE of El Negro, Puerto Rico"
2016-10-30T20:29:59.850Z,33.5091667,-116.4875,13.43,0.61,"18km ESE of Anza, CA"
2016-10-30T20:26:09.830Z,38.8206673,-122.8050003,1.86,0.76,"6km NW of The Geysers, CA"
2016-10-30T20:25:54.000Z,63.2233,-151.7446,8.3,1.4,"130km NW of Talkeetna, Alaska"
2016-10-30T20:16:45.710Z,44.7703333,-111.0098333,9.17,0.86,"14km NNE of West Yellowstone, Montana"
2016-10-30T20:13:54.120Z,0.2345,126.3498,36.2,4.7,"128km WSW of Kota Ternate, Indonesia"
2016-10-30T20:09:08.560Z,44.76,-110.9798333,5.27,-0.43,"14km NE of West Yellowstone, Montana"
2016-10-30T19:54:40.520Z,33.0091667,-116.4416667,10,1.09,"17km ESE of Julian, CA"
2016-10-30T19:50:52.690Z,41.8865,-112.3233333,0.04,0.58,"21km NW of Garland, Utah"
2016-10-30T19:42:14.000Z,59.9347,-141.5073,2.9,1.8,"53km ESE of Cape Yakataga, Alaska"
2016-10-30T19:26:46.950Z,36.2485,-97.2256,5,3.3,"7km SE of Perry, Oklahoma"
2016-10-30T19:22:30.347Z,36.691,-116.3043,3.1,1,"47km ESE of Beatty, Nevada"
2016-10-30T19:15:18.000Z,63.0065,-151.6608,9.1,1.1,"110km NW of Talkeetna, Alaska"
2016-10-30T19:08:16.188Z,39.0572,-118.9804,14.6,0.9,"17km ENE of Yerington, Nevada"
2016-10-30T18:42:35.520Z,44.702,-110.0018333,15.46,1.66,"70km ENE of Old Faithful Geyser, Wyoming"
2016-10-30T18:23:48.020Z,38.1866667,-112.702,5.97,1.67,"11km SSW of Beaver, Utah"
2016-10-30T18:21:09.930Z,42.7569,13.0528,10,4.3,"5km SW of Norcia, Italy"
2016-10-30T18:13:09.000Z,55.534,-135.0158,19.9,2,"118km W of Craig, Alaska"
2016-10-30T18:04:57.250Z,38.7874985,-122.7636642,-0.67,1,"1km NNW of The Geysers, CA"
2016-10-30T17:59:47.750Z,38.7763333,-122.77,0.5,1.69,"1km W of The Geysers, CA"
2016-10-30T17:59:38.940Z,38.8059998,-122.7883301,-0.85,1.04,"4km NW of The Geysers, CA"
2016-10-30T17:59:16.790Z,38.7643333,-122.7306667,0.02,1.52,"2km ESE of The Geysers, CA"
2016-10-30T17:58:51.880Z,38.7898333,-122.7546667,-0.05,2.04,"1km N of The Geysers, CA"
2016-10-30T17:58:41.900Z,38.7953333,-122.763,0.17,2.32,"2km NNW of The Geysers, CA"
2016-10-30T17:58:04.240Z,38.7916667,-122.7613333,2.04,3.23,"1km NNW of The Geysers, CA"
2016-10-30T17:55:29.590Z,37.5673333,-118.8521667,4.31,0.61,"13km SE of Mammoth Lakes, CA"
2016-10-30T17:53:49.940Z,38.8330002,-122.8068314,-0.02,0.43,"7km W of Cobb, CA"
2016-10-30T17:50:50.000Z,61.2519,-151.414,74.6,2,"62km N of Nikiski, Alaska"
2016-10-30T17:47:00.350Z,33.4905,-116.5873333,10.36,0.92,"11km SE of Anza, CA"
2016-10-30T17:44:52.530Z,38.8338333,-122.7728333,1.81,0.21,"4km WNW of Cobb, CA"
2016-10-30T17:44:11.000Z,60.1946,-141.3803,0,1.4,"60km ENE of Cape Yakataga, Alaska"
2016-10-30T17:43:47.000Z,61.9645,-150.2275,10.5,1,"26km NNW of Willow, Alaska"
2016-10-30T17:33:00.470Z,38.8375,-122.8405,2.51,0.12,"9km NW of The Geysers, CA"
2016-10-30T17:32:49.360Z,36.5601667,-121.1563333,6.46,1.08,"21km NE of Soledad, CA"
